"","X.2","X.1","X","ID","ObsType","ObsDateTime","Latitude","Longitude","Elevation","UTCOffset","LimitingMag","CloudCover","SQMReading","SQMSerial","Constellation","SkyComment","LocationComment","Country","popden_km2","landvalue_dollar_ha","elec_use"
"6257",6257,6257,6257,307069,"Globe at Night","2023-09-10 01:24:00+00:00",44.4279609881477,-87.8541672543482,245,-300,5,25,NA,"","Cygnus","Very clear visibility.","A dim street light in the parking lot; does not appear on the dock.","United States - Wisconsin",24.5807113647461,9.56356716156006,457069.5625
"6258",6258,6258,6258,307068,"Globe at Night","2023-09-11 15:30:00+00:00",44.5168784285535,-89.532751311327,332.93,-300,3,0,NA,"","Cygnus","Some fog starting  shopping center light dome to NE  ... half ways up the sky","suburban one street light 2 blocks south no porch lights many pine trees to the south and north","United States - Wisconsin",154.867752075195,10.5690631866455,8240524
"6259",6259,6259,6259,307067,"Globe at Night","2023-09-09 03:30:00+00:00",44.5252572,-89.5179463,335.28,-300,0,0,NA,"","Cygnus","","","United States - Wisconsin",399.921325683594,12.9573469161987,7888356.5
"6260",6260,6260,6260,307066,"Globe at Night","2023-09-09 05:10:00+00:00",44.5573286876463,-89.5867252349854,339.01,-300,4,0,NA,"","Cygnus","A little glow from the city down south","Urban, one street light 3 blocks away, saw the big dipper","United States - Wisconsin",98.2543487548828,10.0588798522949,7278793.5
"6261",6261,6261,6261,307065,"Globe at Night","2023-09-11 03:50:00+00:00",44.5295487299911,-89.5799412587229,333.25,-300,0,0,NA,"","Sagittarius","Clouds all over","suburban, trees, street light in front of house and neighbors motion light","United States - Wisconsin",2035.66809082031,12.5005226135254,8522232
"6274",6274,6274,6274,307052,"Globe at Night","2023-09-09 01:21:00+00:00",44.5264648019778,-89.5569563312991,334.08,-300,2,0,NA,"","Cygnus","No clouds, No haze, still a glow from the Goerke stadium.","Suburban, 1 traffic light about 10ft away, 2 sets of headlights, 9 porch lights, 1 light a block away, lots of trees, at least 1 per house","United States - Wisconsin",1101.68310546875,13.1421689987183,9099849
"6277",6277,6277,6277,307049,"Globe at Night","2023-09-10 04:16:00+00:00",44.518637,-89.5260601,333.39,-300,1,75,NA,"","Cygnus","could see sky glow, very cloudy, could barely make out Vega and Altair","suburban neighborhood, lots of trees, no lights visible, backyard/porch","United States - Wisconsin",154.867752075195,12.3415155410767,8162118
"6278",6278,6278,6278,307048,"Globe at Night","2023-09-09 02:30:00+00:00",44.5675195252428,-89.589970569158,334.84,-300,3,0,NA,"","Cygnus","pretty light from city to the south","suburban,house lights on, light from bar next door,","United States - Wisconsin",63.2902145385742,10.3582668304443,5683855
"6279",6279,6279,6279,307047,"Globe at Night","2023-09-10 01:59:00+00:00",44.7826028011027,-89.7254879669306,349.55,-300,4,50,NA,"","Cygnus","haze and some clouds","rural street light at the corner","United States - Wisconsin",121.126052856445,10.5825843811035,4293745.5
"6280",6280,6280,6280,307046,"Globe at Night","2023-09-09 01:52:00+00:00",44.4551414467361,-89.7148961398189,323.96,-300,4,25,NA,"","Cygnus","One or 2 clouds, and a little foggy.","Rural, car headlights about 30 feet to the North from the highway. Tall trees about 15 feet away in directions and a two-story garage about 15 feet to the West.","United States - Wisconsin",29.4256343841553,10.1533441543579,400071.4375
"6282",6282,6282,6282,307044,"Globe at Night","2023-09-09 03:30:00+00:00",44.5119970983833,-89.5824176108694,329.22,-300,0,0,NA,"","Cygnus","street lghts and porch lights","few trees. porch lights and TV lights were on around me","United States - Wisconsin",1206.15795898438,12.0925168991089,8295448.5
"6283",6283,6283,6283,307043,"Globe at Night","2023-09-10 03:21:00+00:00",44.5293350784929,-89.4985943103325,337.16,-300,3,50,NA,"","Cygnus","not many clouds at first, but they started coming in near the end of the observation","street lights to the north, but not super visible","United States - Wisconsin",147.186676025391,9.89561367034912,5421402
"6284",6284,6284,6284,307042,"Globe at Night","2023-09-09 03:00:00+00:00",44.530472677355,-89.57767454875,333.62,-300,3,0,NA,"","Cygnus","clear sky","suburban- street light all down the street I was on. cars passing by once in a while. nothing blocking my view of the sky","United States - Wisconsin",2035.66809082031,12.5005226135254,8522232
"6285",6285,6285,6285,307041,"Globe at Night","2023-09-11 03:16:00+00:00",44.5494477035731,-89.5603738008238,349.96,-300,3,75,NA,"","Cygnus","very very cloudy could only see the stars at some points.","suburban- a couple of street lights about a mile away, tons of pine trees and oak trees were on a road so I could see through the trees.","United States - Wisconsin",49.0479736328125,10.5998439788818,7279129
"6286",6286,6286,6286,307040,"Globe at Night","2023-09-09 03:30:00+00:00",44.5006756593292,-89.5401688330312,331.71,-300,4,0,NA,"","Cygnus","slight fog devolping     shopping center light to SE  light dome 30 degrees up","suburban   1 street light 1 block north  1 street light 2 blocks south  pine trees to west   no porch lights visible","United States - Wisconsin",867.884948730469,12.6103401184082,7963552
"6342",6342,6342,6342,306984,"Globe at Night","2023-09-11 02:07:00+00:00",44.4702071678449,-89.5409136656191,330.9,-300,0,75,NA,"","Cygnus","I couldn't see any stars because of how cloudy it was. I expected to see nothing because of it sprinkling on and off all day.","Lines of trees, and a motion sensor porch light (didn't turn off).","United States - Wisconsin",752.769104003906,12.27184009552,7820869.5
"6452",6452,6452,6452,306874,"Globe at Night","2023-09-09 03:06:00+00:00",44.5633032638995,-89.5000499022095,339.44,-300,5,0,NA,"","Cygnus","","Rural","United States - Alabama",40.4349975585938,9.80567073822021,2738951.75
"6453",6453,6453,6453,306873,"Globe at Night","2023-09-09 02:43:00+00:00",44.4638033801198,-89.6048355102539,333.92,-300,5,0,NA,"","Cygnus","","Rural, occasional passing cars, trees nearby","United States - Wisconsin",42.6054344177246,8.99744129180908,3277730.5
"6454",6454,6454,6454,306872,"Globe at Night","2023-09-09 02:37:00+00:00",43.8262626079465,-88.3133601380654,293.61,-300,4,0,NA,"","Cygnus","","","United States - Wisconsin",11.9815683364868,9.23078441619873,424754.90625
"6457",6457,6457,6457,306869,"Globe at Night","2023-09-09 02:35:00+00:00",44.5258479343995,-89.5650229817221,333.22,-300,3,0,NA,"","Cygnus","House and street lights","Urban","United States - Wisconsin",1901.50988769531,13.0351343154907,9099849
"6459",6459,6459,6459,306867,"Globe at Night","2023-09-09 02:11:00+00:00",44.4792247333901,-89.4214288023414,359.23,-300,5,0,NA,"","Cygnus","Fully clear skies with some light flowing out from the house and lawn.","Rural area in the country with several trees around the property. Little light flow coming from rooms inside the house and some string lights along side the fence outside.","United States - Wisconsin",34.1559104919434,9.57191753387451,277741.21875
"6461",6461,6461,6461,306865,"Globe at Night","2023-09-09 01:56:00+00:00",44.5241847923074,-89.5610919200563,332.35,-300,0,0,NA,"","Cygnus","","Football field lights","United States - Wisconsin",1927.90783691406,13.0351343154907,9099849
"6467",6467,6467,6467,306859,"Globe at Night","2023-09-09 01:15:00+00:00",44.5101252,-89.4499521,361.36,-300,2,0,NA,"","Cygnus","Clear sky with no other disruptions","Rural area, no street lights but neighbors lamps and TV through the window, and trees.","United States - Wisconsin",111.980537414551,11.2501125335693,843710.4375
"6473",6473,6473,6473,306853,"Globe at Night","2023-09-08 23:31:00+00:00",41.9380022,-87.6763163,181.52,-300,0,0,NA,"","Cygnus","","","United States - Illinois",7689.41796875,14.163743019104,10319491
"6478",6478,6478,6478,306848,"Globe at Night","2023-09-08 21:33:00+00:00",41.9381122291481,-87.6762741711807,182.49,-300,0,0,NA,"","Cygnus","","","United States - Alabama",7689.41796875,14.163743019104,10319491
"6480",6480,6480,6480,306846,"Globe at Night","2023-09-08 21:27:00+00:00",41.9380584390686,-87.6763178885371,182.14,-300,0,75,NA,"","Cygnus","Overcast","Urban area.","United States - Illinois",7689.41796875,14.163743019104,10319491
"6654",6654,6654,6654,306672,"Globe at Night","2023-09-05 01:00:00+00:00",41.9752710539714,-87.701962384746,184.27,-300,2,25,NA,"","Cygnus","Still slightly light out","Trees encircling, lit walking paths on the periphery, urban setting","United States - Illinois",3012.7724609375,13.9834890365601,10174765
"6942",6942,6942,6942,306384,"Globe at Night","2023-08-16 02:03:00+00:00",42.6954759553072,-83.0526427843669,209.37,-240,1,0,NA,"","Hercules","Too light to see anything before 45-50 degrees up.","","United States - Michigan",870.399047851562,12.2395257949829,8522232
"6968",6968,6968,6968,306358,"Globe at Night","2023-08-15 03:47:00+00:00",45.9376590632015,-89.9419600518494,492.24,-300,6,0,NA,"","Hercules","Excellent.   No smoke.  Night after good rain","Very rural forest.   No visible light domes but high tree horizon","United States - Wisconsin",3.48392748832703,10.444525718689,90375.2890625
"7362",7362,7362,7362,305963,"Globe at Night","2023-07-16 23:04:00+00:00",42.4363578040567,-83.5874945641441,309.98,-240,3,0,NA,"","Hercules","","","United States - Michigan",69.821403503418,11.8634948730469,3615189.5
"7549",7549,7549,7549,305776,"Globe at Night","2023-06-23 21:42:00+00:00",42.7043124,-84.5327038,252.71,-240,0,75,NA,"","Hercules","Hazey with light cloud cover over most the sky","Urban","United States - Michigan",257.724334716797,11.5770473480225,9395758
"7913",7913,7913,7913,305407,"Globe at Night","2023-06-11 22:52:00+00:00",43.165532,-90.077749,215.81,-300,3,0,NA,"","Bootes","Street lights.","","United States - Wisconsin",10.5532684326172,10.6374578475952,1073587.875
"7914",7914,7914,7914,305406,"Globe at Night","2023-06-11 22:00:00+00:00",43.9669292152396,-88.8397458690037,257.78,-300,5,0,NA,"","Bootes","The sky might be a little hazy and humid.","rural location; miles from nearby small towns","United States - Wisconsin",9.62737655639648,9.28956413269043,151506.3125
"8135",8135,8135,8135,305184,"Globe at Night","2023-05-31 22:45:00+00:00",42.0723953,-87.8205864,200.55,-300,0,25,NA,"","Bootes","Some clouds, street lights lighting up the sky","Suburban","United States - Illinois",1014.37390136719,13.6206560134888,9395758
"8560",8560,8560,8560,304759,"Globe at Night","2023-05-26 21:18:00+00:00",42.176469,-87.8410307,204.53,-300,2,0,NA,"","Bootes","","","United States - Illinois",1215.77038574219,13.8189496994019,9099848
"9181",9181,9181,9181,304138,"Globe at Night","2023-05-21 00:09:00+00:00",42.7028244,-83.3018836,321.04,-240,0,0,NA,"","Leo","","","United States - Michigan",120.831909179688,12.390926361084,10380502
"9184",9184,9184,9184,304135,"Globe at Night","2023-05-20 23:59:00+00:00",43.6033582,-84.0697048,188.37,-240,1,50,NA,"","Leo","Hazy","","United States - Michigan",1087.05310058594,12.4427175521851,3240815
"9186",9186,9186,9186,304133,"Globe at Night","2023-05-20 23:55:00+00:00",42.6875323,-83.2341028,292.11,-240,4,50,NA,"","Leo","haze","trees popular","United States - Michigan",1229.91296386719,12.0073127746582,9395758
"9190",9190,9190,9190,304129,"Globe at Night","2023-05-20 13:26:00+00:00",42.6912692238148,-84.2198422338895,267.36,-240,1,25,NA,"","Leo","","","United States - Michigan",7.65395259857178,10.2073984146118,1715393.5
"9196",9196,9196,9196,304123,"Globe at Night","2023-05-20 22:57:00+00:00",43.1886358686581,-84.8694163526041,242.68,-240,1,0,NA,"","Leo","","","United States - Michigan",29.1917247772217,8.87367534637451,4793756.5
"9197",9197,9197,9197,304122,"Globe at Night","2023-05-20 22:59:00+00:00",42.6875323,-83.2341028,292.11,-240,0,0,NA,"","Leo","","","United States - Michigan",1229.91296386719,12.0073127746582,9395758
"13073",13073,13073,13073,300240,"Globe at Night","2023-04-18 21:51:00+00:00",42.6550248,-86.2019825,181.44,-240,3,0,NA,"","Leo","","","United States - Michigan",622.106079101562,12.0151147842407,4172023.75
"13080",13080,13080,13080,300233,"Globe at Night","2023-04-18 21:45:00+00:00",42.6088480729931,-86.1633680518357,206.11,-240,5,0,NA,"","Leo","Clear sky","Rural, no nearby lights,","United States - Michigan",46.3336296081543,10.2785053253174,217870.765625
"13081",13081,13081,13081,300232,"Globe at Night","2023-04-18 21:42:00+00:00",42.6550248,-86.2019825,181.44,-240,6,0,NA,"","Leo","Clear","","United States - Michigan",622.106079101562,12.0151147842407,4172023.75
"13762",13762,13762,13762,299524,"Globe at Night","2023-04-13 00:05:00+00:00",44.505537,-84.7258058,360.47,-240,3,0,NA,"","Leo","","Woods by lake.","United States - Michigan",48.8725509643555,10.0834722518921,118299.625
"13974",13974,13974,13974,299312,"Globe at Night","2023-04-05 16:11:00+00:00",41.7924231210047,-87.595955989078,180.48,-300,0,75,NA,"","Leo","Lots of clouds and no visibility.","","United States - Illinois",7368.1142578125,14.0532655715942,9524154
"14020",14020,14020,14020,299261,"Globe at Night","2023-03-31 05:39:00+00:00",41.719978,-87.7479528,187.82,-300,5,25,NA,"","Leo","","","United States - Illinois",2417.80078125,13.4863986968994,9395758
"14236",14236,14236,14236,299045,"Globe at Night","2023-03-27 21:19:00+00:00",42.1712116,-85.6195763,273.5,-240,4,0,NA,"","Leo","","","United States - Michigan",710.242065429688,11.4606246948242,3600642.75
"14865",14865,14865,14865,298413,"Globe at Night","2023-03-17 21:33:00+00:00",42.9592521,-87.9524032,226.45,-300,1,0,NA,"","Gemini","","Suburban. Only one streetlight. Away from prochlight.","United States - Texas",1212.07849121094,13.4758644104004,9395758
"15102",15102,15102,15102,298174,"Globe at Night","2023-03-14 22:51:00+00:00",45.2166751,-85.0139419,178.81,-240,5,0,NA,"","Orion","Clear, no sky glow","Rural, lakeside, a few street & window lights","United States - Michigan",765.673095703125,12.3840894699097,4271231.5
"15817",15817,15817,15817,297458,"Globe at Night","2023-03-01 14:45:00+00:00",42.8997,-88.1348,240.475,300,4,-1,NA,"","Orion","","","United States",1021.52526855469,13.0723361968994,6359313.5
"16091",16091,16091,16091,297182,"Globe at Night","2023-02-25 15:42:00+00:00",42.2468,-85.8149,249.839,240,3,-1,NA,"","Orion","A little to some smoke","Rural and has trees","United States - Michigan",111.718124389648,9.49750518798828,5249766
"16092",16092,16092,16092,297181,"Globe at Night","2023-02-25 15:33:00+00:00",42.2126,-85.6146,271.197,240,3,-1,NA,"","Orion","","","United States - Michigan",1160.28430175781,12.1645221710205,8240524
"16558",16558,16558,16558,296712,"Globe at Night","2023-02-21 15:42:00+00:00",41.9085,-87.7106,183.027,300,-9999,75,NA,"","Orion","No sky glow, stars practically invisible, even in areas where the night sky is visible above the clouds, no stars can be seen.","I'm in an urban location with lots of streetlights, there is significant cloud cover tonight here in Chicago.","United States - Illinois",9530.630859375,14.3872814178467,10115537
"16847",16847,16847,16847,296423,"Globe at Night","2023-02-20 15:23:00+00:00",42.8997,-88.1347,240.393,300,4,-1,NA,"","Orion","","","United States - Wisconsin",1021.52526855469,13.0723361968994,6359313.5
"16964",16964,16964,16964,296306,"Globe at Night","2023-02-11 00:30:00+00:00",44.5016,-89.5257,332.573,360,3,-1,NA,"","Orion","Clear skies","Suburban, near shopping centers and parking lots.","United States - Wisconsin",602.478454589844,12.7154998779297,7566615.5
"16966",16966,16966,16966,296304,"Globe at Night","2023-02-12 16:00:00+00:00",44.5005,-89.5443,331.062,300,3,-1,NA,"","Orion","Clear skies, slight glow of the city","Suburban, light snow cover, garage light nearby","United States - Wisconsin",843.921508789062,12.0007724761963,7963552
"16967",16967,16967,16967,296303,"Globe at Night","2023-02-13 15:38:00+00:00",44.3548,-89.4092,372.77,300,4,-1,NA,"","Orion","Some sky glow to the northwest of  my location.","Rural. 25-50% of ground was covered by snow.","United States - Wisconsin",12.7035112380981,9.13710784912109,90375.2890625
"17239",17239,17239,17239,296031,"Globe at Night","2023-02-17 15:55:00+00:00",46.3689,-90.1824,478.286,300,4,25,NA,"","Orion","Clouds on the north horizon, reflecting light from the town of Hurley, WI population 1500, about 7 mi away straight north.","Wooded, rural with no neighbors, 100% snow cover, no outdoor lights.","United States - Wisconsin",2.33344554901123,8.78146839141846,90375.2890625
"17240",17240,17240,17240,296030,"Globe at Night","2023-02-17 17:54:00+00:00",42.2678,-85.5957,263.525,240,3,-1,NA,"","Orion","","Urban, some snow cover - 1 inch","United States - Michigan",547.078979492188,12.5899219512939,9099849
"17608",17608,17608,17608,295661,"Globe at Night","2023-02-13 13:50:00+00:00",43.0493,-89.5835,344.011,300,4,-1,NA,"","Orion","","Suburb subdivision. Some house lights. No street lights.","United States - Wisconsin",251.594207763672,11.7515602111816,4586542.5
"17835",17835,17835,17835,295433,"Globe at Night","2023-02-10 17:43:00+00:00",44.4737,-89.5423,334.598,360,3,25,NA,"","Orion","Was a little cloudy","the night was pitch dark out, bright stars stareing down, only other bright light is street lights that hover above me. while I stand in my drive way I  can feel how dry the air is","United States - Wisconsin",525.702575683594,12.5444040298462,7820869.5
"17837",17837,17837,17837,295431,"Globe at Night","2023-02-12 15:00:00+00:00",44.5325,-89.5808,341.844,300,3,25,NA,"","Orion","A little hazy in the city.","suburban with porch lights all around about 50 yards away.","United States - Wisconsin",2035.66809082031,12.386492729187,8522232
"17853",17853,17853,17853,295415,"Globe at Night","2023-02-12 14:10:00+00:00",44.5704,-89.524,338.954,300,4,-1,NA,"","Orion","Clear sky.","Suburban. House lights on to the West. Trees to the South, North, and West.","United States - Wisconsin",401.500915527344,11.6499948501587,3600642.75
"17854",17854,17854,17854,295414,"Globe at Night","2023-02-12 15:00:00+00:00",44.4684,-89.5259,331.628,300,4,-1,NA,"","Orion","clear","Suburban, tall surrounding trees, snow cover, house lights from several nearby houses.","United States - Wisconsin",804.150146484375,12.5628232955933,7820869.5
"17855",17855,17855,17855,295413,"Globe at Night","2023-02-12 14:30:00+00:00",44.5007,-89.5401,331.375,300,4,-1,NA,"","Orion","some haze in sky     shopping center lights to left of constellation","suburban     no porchlights in the area    streetlight north one block and another south one block    pine trees to west blocking city lights  less snow than normal for Feb","United States - Wisconsin",867.884948730469,12.6103401184082,7963552
"17878",17878,17878,17878,295390,"Globe at Night","2023-02-12 16:04:00+00:00",43.22,-85.7512,253.573,240,4,-1,NA,"","Orion","No clouds. Light pollution dome in the south from the greater Grand Rapids area.","Suburban neighborhood. Backyard. Near by street lights and house lights.","United States - Michigan",465.585876464844,11.9067411422729,1658850.25
"17905",17905,17905,17905,295362,"Globe at Night","2023-02-12 13:17:00+00:00",42.8677,-88.1096,235.669,300,3,25,NA,"","Orion","Haze is south.","Suburban with house and street lights","United States - Wisconsin",27.668041229248,9.94220638275146,2460908
"17907",17907,17907,17907,295360,"Globe at Night","2023-02-12 15:15:00+00:00",42.3301,-84.0221,278.709,240,4,-1,NA,"","Orion","","No snow. Many streetlights.","United States - Michigan",598.087646484375,11.539005279541,6781321
"17977",17977,17977,17977,295290,"Globe at Night","2023-02-11 16:05:00+00:00",43.0507,-85.6139,209.892,300,3,-1,NA,"","Orion","Clear, minimal sky glow from busy streets, 1 mile away","Suburban location, patches of snow. Significant tree cover in area with no leaves on branches. Minimal immediate lighting, a few neighbors with house lights on no direct street lights in immediate location may be 100 yards away.","United States - Michigan",675.760925292969,12.2886905670166,8240524
"17982",17982,17982,17982,295285,"Globe at Night","2023-02-11 16:05:00+00:00",43.0507,-85.6139,209.892,300,3,-1,NA,"","Orion","Clear, minimal sky glow from busy streets, 1 mile away","Suburban location, patches of snow. Significant tree cover in area with no leaves on branches. Minimal immediate lighting, a few neighbors with house lights on no direct street lights in immediate location may be 100 yards away.","United States - Michigan",675.760925292969,12.2886905670166,8240524
"19660",19660,19660,19660,293562,"Globe at Night","2023-01-22 16:42:00+00:00",41.875,-83.3909,177.09,300,-9999,75,NA,"","Orion","no stars","","United States - Michigan",563.025329589844,10.4193964004517,2930979
"21378",21378,21378,21378,291813,"Globe at Night","2023-01-16 11:45:00+00:00",42.8858,-87.8631,214.006,360,-9999,-1,NA,"","Orion","No visible stars","Parking lot, lots of street lights","United States",991.400268554688,12.097204208374,8808673
"21384",21384,21384,21384,291807,"Globe at Night","2023-01-16 11:45:00+00:00",42.8858,-87.8631,214.006,360,-9999,-1,NA,"","Orion","No visible stars","Parking lot, lots of street lights","United States",991.400268554688,12.097204208374,8808673
"21404",21404,21404,21404,291787,"Globe at Night","2023-01-15 11:05:00+00:00",42.9223,-87.8843,217.719,360,-9999,75,NA,"","Orion","Partly cloudy, hazy, light dome from city","Suburban neighborhood with trees","United States - Wisconsin",790.6513671875,12.630877494812,9395758
"21509",21509,21509,21509,291671,"Globe at Night","2023-01-15 16:35:00+00:00",41.9737,-83.4041,186.308,300,2,-1,NA,"","Orion","clear","","United States - Michigan",72.5222015380859,10.6111116409302,5646122.5
"21518",21518,21518,21518,291662,"Globe at Night","2023-01-15 11:05:00+00:00",42.9223,-87.8843,217.719,360,-9999,75,NA,"","Orion","Partly cloudy, hazy, light dome from city","Suburban neighborhood with trees","United States - Wisconsin",790.6513671875,12.630877494812,9395758
"21870",21870,21870,21870,291269,"Globe at Night","2023-01-08 15:33:00+00:00",41.875,-83.3909,177.072,300,-9999,50,NA,"","Orion","Haze, couldn't see any stars","","United States - Michigan",563.025329589844,10.4193964004517,2930979
"21875",21875,21875,21875,291264,"Globe at Night","2023-01-08 16:36:00+00:00",41.9738,-83.4041,186.498,300,-9999,50,NA,"","Orion","Haze, couldn't see any stars","","United States - Michigan",72.5222015380859,10.6111116409302,5646122.5
"21919",21919,21919,21919,291215,"Globe at Night","2023-01-05 15:33:00+00:00",41.974,-83.404,187.461,300,-9999,75,NA,"","Orion","hazy, can't see stars","","United States - Michigan",72.5222015380859,10.6111116409302,5646122.5
